L -896.8, 36.5, 93.9, -891.4, 36.5, 93.9, 0, 204, 0
L -891.4, 36.5, 93.9, -890.7, 29.4, 93.9, 0, 204, 0
L -890.7, 29.4, 93.9, -886.3, 28.4, 93.9, 0, 204, 0
L -886.3, 28.4, 93.9, -882.6, 29.5, 93.9, 0, 204, 0
L -882.6, 29.5, 93.9, -881.9, 36.5, 93.9, 0, 204, 0
L -881.9, 36.5, 93.9, -859.6, 36.5, 93.9, 0, 204, 0
L -859.6, 36.5, 93.9, -859.1, 29.7, 93.9, 0, 204, 0
L -859.1, 29.7, 93.9, -854.6, 28.4, 93.9, 0, 204, 0
L -854.6, 28.4, 93.9, -854.6, 25.5, 93.9, 0, 204, 0
L -854.6, 25.5, 93.9, -856.0, 25.5, 95.1, 0, 204, 0
L -856.0, 22.9, 95.1, -856.0, 25.5, 95.1, 0, 204, 0
L -856.0, 22.9, 95.1, -858.7, 22.9, 95.1, 0, 204, 0
L -858.7, 22.9, 95.1, -858.7, 18.2, 95.1, 0, 204, 0
L -858.7, 18.2, 95.1, -855.9, 18.2, 95.1, 0, 204, 0
L -855.9, 18.2, 95.1, -855.9, 17.2, 95.1, 0, 204, 0
L -855.9, 17.2, 95.1, -847.9, 17.2, 95.6, 0, 204, 0
L -847.9, 17.2, 95.6, -847.9, -2.3, 95.6, 0, 204, 0
L -847.9, -2.3, 95.6, -855.9, -2.3, 95.1, 0, 204, 0
L -859.3, -79.0, 93.9, -859.6, -79.0, 93.9, 0, 204, 0
L -882.2, -79.0, 93.9, -883.2, -72.3, 94.8, 0, 204, 0
L -883.2, -72.3, 94.8, -887.0, -70.9, 93.9, 0, 204, 0
L -887.0, -70.9, 93.9, -890.7, -72.0, 93.9, 0, 204, 0
L -890.7, -72.0, 93.9, -891.3, -79.0, 93.9, 0, 204, 0
L -891.3, -79.0, 93.9, -896.8, -79.0, 93.9, 0, 204, 0
L -854.6, -71.0, 93.9, -859.1, -72.3, 93.9, 0, 204, 0
L -859.6, -79.0, 93.9, -882.2, -79.0, 93.9, 0, 204, 0
L -859.1, -72.3, 93.9, -859.6, -79.0, 93.9, 0, 204, 0
L -854.6, -29.0, 93.9, -854.6, -71.0, 93.9, 0, 204, 0
L -854.6, -29.0, 93.9, -859.2, -27.8, 93.9, 0, 204, 0
L -859.2, -27.8, 93.9, -859.9, -21.1, 93.9, 0, 204, 0
L -859.9, -21.1, 93.9, -859.0, -14.6, 93.9, 0, 204, 0
L -859.0, -14.6, 93.9, -854.6, -13.5, 93.9, 0, 204, 0
L -854.6, -13.5, 93.9, -854.6, -10.7, 93.9, 0, 204, 0
L -854.6, -10.7, 93.9, -856.0, -10.7, 95.1, 0, 204, 0
L -856.0, -8.0, 95.1, -856.0, -10.7, 95.1, 0, 204, 0
L -856.0, -8.0, 95.1, -858.7, -8.0, 95.1, 0, 204, 0
L -858.7, -8.0, 95.1, -858.7, -3.4, 95.1, 0, 204, 0
L -855.9, -3.4, 95.1, -858.7, -3.4, 95.1, 0, 204, 0
L -855.9, -3.4, 95.1, -855.9, -2.3, 95.1, 0, 204, 0
L -896.8, -79.0, 93.9, -896.8, -78.2, 93.9, 0, 204, 0
L -899.4, -78.2, 95.1, -896.8, -78.2, 95.1, 0, 204, 0
L -899.4, -78.2, 95.1, -899.4, -75.5, 95.1, 0, 204, 0
L -899.4, -75.5, 95.1, -904.1, -75.5, 95.1, 0, 204, 0
L -904.1, -75.5, 95.1, -904.1, -78.4, 95.1, 0, 204, 0
L -904.1, -78.4, 95.1, -905.1, -78.4, 95.1, 0, 204, 0
L -905.1, -78.4, 95.7, -905.1, -86.4, 95.7, 0, 204, 0
L 1614.2, 228.4, 0.4, 1615.2, 227.1, -4.3, 0, 0, 0
L 1615.2, 227.1, -4.3, 1624.6, 227.1, -4.3, 0, 0, 0
L 1624.6, 227.1, -4.3, 1637.7, 227.0, -1.6, 0, 0, 0
L 1637.7, 227.0, -1.6, 1639.4, 226.5, -1.9, 0, 0, 0
L 1639.4, 226.5, -1.9, 1640.1, 224.6, -2.2, 0, 0, 0
L 1640.1, 224.6, -2.2, 1640.1, 222.8, -2.2, 0, 0, 0
L 1640.1, 222.8, -2.2, 1639.6, 214.7, -1.7, 0, 0, 0
L 1639.6, 214.7, -1.7, 1639.3, 212.8, -1.8, 0, 0, 0
L 1639.3, 212.8, -1.8, 1638.8, 209.5, -3.0, 0, 0, 0
L 1638.8, 209.5, -3.0, 1638.6, 207.6, -4.4, 0, 0, 0
L 1638.6, 207.6, -4.4, 1638.9, 202.9, -6.5, 0, 0, 0
L 1638.9, 202.9, -6.5, 1639.9, 201.3, -6.9, 0, 0, 0
L 1639.9, 201.3, -6.9, 1640.7, 199.5, -7.2, 0, 0, 0
L 1640.7, 199.5, -7.2, 1640.8, 197.6, -8.2, 0, 0, 0
L 1640.8, 197.6, -8.2, 1641.3, 191.6, -10.1, 0, 0, 0
L 1641.3, 191.6, -10.1, 1641.5, 189.6, -10.3, 0, 0, 0
L 1641.5, 189.6, -10.3, 1641.9, 170.4, -10.7, 0, 0, 0
L 1641.9, 170.4, -10.7, 1643.6, 171.1, -11.7, 0, 0, 0
L 1643.6, 171.1, -11.7, 1646.8, 172.6, -12.3, 0, 0, 0
L 1646.8, 172.6, -12.3, 1648.8, 173.4, -12.7, 0, 0, 0
L 1648.8, 173.4, -12.7, 1650.4, 172.6, -12.7, 0, 0, 0
L 1650.4, 172.6, -12.7, 1651.9, 171.4, -13.3, 0, 0, 0
L 1651.9, 171.4, -13.3, 1653.8, 170.1, -13.4, 0, 0, 0
L 1653.8, 170.1, -13.4, 1655.6, 171.0, -13.1, 0, 0, 0
L 1655.6, 171.0, -13.1, 1657.4, 170.7, -12.4, 0, 0, 0
L 1657.4, 170.7, -12.4, 1658.0, 170.5, -12.4, 0, 0, 0
L 1658.0, 170.5, -12.4, 1662.7, 169.2, -11.3, 0, 0, 0
L 1662.7, 169.2, -11.3, 1663.9, 167.6, -9.3, 0, 0, 0
L 1663.9, 167.6, -9.3, 1664.8, 166.4, -7.5, 0, 0, 0
L 1664.8, 166.4, -7.5, 1665.8, 164.9, -5.3, 0, 0, 0
L 1665.8, 164.9, -5.3, 1666.5, 163.1, -2.3, 0, 0, 0
L 1666.5, 163.1, -2.3, 1666.1, 161.3, -5.1, 0, 0, 0
L 1666.1, 161.3, -5.1, 1666.6, 153.2, -5.1, 0, 0, 0
L 1666.6, 153.2, -5.1, 1666.7, 151.5, -5.2, 0, 0, 0
L 1666.7, 151.5, -5.2, 1667.2, 104.9, -5.3, 0, 0, 0
L 1667.2, 104.9, -5.3, 1667.2, 103.1, -5.3, 0, 0, 0
L 1627.2, 96.4, -3.8, 1639.9, 117.1, -3.6, 0, 0, 255
L 1639.9, 117.1, -3.6, 1634.9, 128.9, -3.7, 0, 0, 255
L 1634.9, 128.9, -3.7, 1635.8, 136.0, -3.6, 0, 0, 255
L 1635.8, 136.0, -3.6, 1632.6, 147.1, -5.0, 0, 0, 255
L 1632.6, 147.1, -5.0, 1626.6, 164.6, -3.3, 0, 0, 255
L 1626.6, 164.6, -3.3, 1624.0, 170.2, -3.7, 0, 0, 255
L 1624.0, 170.2, -3.7, 1615.3, 175.8, -3.6, 0, 0, 255
L 1605.8, 174.2, -3.6, 1603.4, 157.8, -3.8, 0, 0, 255
L 1603.4, 157.8, -3.8, 1604.8, 136.7, -3.4, 0, 0, 255
L 1604.8, 136.7, -3.4, 1610.4, 125.3, -3.2, 0, 0, 255
L 1610.4, 125.3, -3.2, 1613.6, 110.3, -3.7, 0, 0, 255
L 1627.2, 96.4, -3.8, 1613.6, 110.3, -3.7, 0, 0, 255
L 1613.6, 110.3, -3.7, 1579.1, 137.1, -3.6, 0, 0, 255
L 1579.1, 137.1, -3.6, 1570.5, 155.8, -3.4, 0, 0, 255
L 1570.5, 155.8, -3.4, 1570.8, 172.5, -3.2, 0, 0, 255
L 1579.7, 199.3, -3.5, 1590.6, 212.4, -3.1, 0, 0, 255
L 1590.6, 212.4, -3.1, 1597.9, 213.2, -4.5, 0, 0, 255
L 1597.9, 213.2, -4.5, 1614.2, 228.4, 0.4, 0, 0, 255
L -684.7, -572.2, 40.8, -682.6, -733.2, 50.2, 139, 69, 19
L -694.1, -733.1, 50.2, -694.3, -569.6, 40.2, 139, 69, 19
L -764.2, -452.8, 40.2, -832.3, -304.7, 39.9, 139, 69, 19
L -823.2, -300.4, 40.1, -754.8, -448.0, 40.2, 139, 69, 19
L -898.0, 611.5, 41.3, -960.1, 479.6, 43.1, 139, 69, 19
L -968.6, 483.2, 43.1, -906.8, 617.7, 41.3, 139, 69, 19
L -961.3, 450.8, 41.5, -853.7, 388.5, 50.2, 139, 69, 19
L -857.9, 378.6, 50.2, -967.8, 442.8, 40.2, 139, 69, 19
L -858.9, 356.2, 50.2, -904.3, 186.5, 60.5, 139, 69, 19
L -914.9, 189.0, 60.5, -869.1, 358.0, 51.9, 139, 69, 19
L -750.1, 197.3, 42.5, -690.2, 257.5, 42.1, 139, 69, 19
L -681.6, 250.5, 40.8, -746.0, 186.4, 40.6, 139, 69, 19
L -648.2, 435.4, 42.9, -594.7, 548.7, 40.2, 139, 69, 19
L -584.6, 544.7, 40.2, -639.2, 432.6, 42.7, 139, 69, 19
L 32.6, 464.5, 1.8, 86.6, 411.6, 2.3, 0, 0, 0
L 86.6, 411.6, 2.3, 111.9, 411.2, 10.8, 0, 0, 0
L 111.9, 411.2, 10.8, 112.6, 385.0, 1.3, 0, 0, 0
L 112.6, 385.0, 1.3, 138.6, 384.9, 8.8, 0, 0, 0
L 138.6, 384.9, 8.8, 165.9, 358.5, 5.8, 0, 0, 0
L 165.9, 358.5, 5.8, 218.3, 358.0, 7.7, 0, 0, 0
L 218.3, 358.0, 7.7, 244.1, 332.2, 7.9, 0, 0, 0
L 244.1, 332.2, 7.9, 271.2, 332.5, 9.2, 0, 0, 0
L 351.3, 411.4, 11.2, 351.1, 437.5, 11.0, 0, 0, 0
L 351.1, 437.5, 11.0, 376.4, 437.9, 7.9, 0, 0, 0
L 376.4, 437.9, 7.9, 404.0, 464.4, 8.7, 0, 0, 0
L 404.0, 464.4, 8.7, 376.5, 491.7, 9.4, 0, 0, 0
L 376.5, 491.7, 9.4, 350.8, 491.6, 5.2, 0, 0, 0
L 350.8, 491.6, 5.2, 350.3, 570.2, 6.8, 0, 0, 0
L 350.3, 570.2, 6.8, 324.4, 597.1, 10.0, 0, 0, 0
L 324.4, 597.1, 10.0, 324.5, 623.3, 4.9, 0, 0, 0
L 324.5, 623.3, 4.9, 270.8, 676.8, 10.3, 0, 0, 0
L 270.8, 676.8, 10.3, 218.2, 676.3, -0.7, 0, 0, 0
L 218.2, 676.3, -0.7, 138.4, 597.0, 7.1, 0, 0, 0
L 138.4, 597.0, 7.1, 85.6, 597.4, 8.5, 0, 0, 0
L 85.6, 597.4, 8.5, 32.9, 544.4, 5.6, 0, 0, 0
L 32.9, 544.4, 5.6, 32.6, 464.5, 1.9, 0, 0, 0
L 428.6, 650.2, 11.6, 428.3, 623.1, 4.6, 0, 0, 0
L 428.3, 623.1, 4.6, 401.6, 596.3, 14.2, 0, 0, 0
L 401.6, 596.3, 14.2, 401.6, 542.8, 13.9, 0, 0, 0
L 401.6, 542.8, 13.9, 428.5, 517.3, 3.2, 0, 0, 0
L 428.5, 517.3, 3.2, 508.5, 516.7, 5.3, 0, 0, 0
L 508.5, 516.7, 5.3, 534.9, 543.5, 3.9, 0, 0, 0
L 534.9, 543.5, 3.9, 535.1, 596.8, 6.3, 0, 0, 0
L 535.1, 596.8, 6.3, 482.8, 650.6, 7.6, 0, 0, 0
L 482.8, 650.6, 7.6, 428.6, 650.2, 11.4, 0, 0, 0
L 719.7, 491.7, 4.0, 697.9, 492.7, 4.2, 0, 0, 0
L 697.9, 492.7, 4.2, 559.8, 492.6, 10.4, 0, 0, 0
L 559.8, 492.6, 10.4, 534.7, 464.4, 9.9, 0, 0, 0
L 534.7, 464.4, 9.9, 482.0, 464.8, 5.6, 0, 0, 0
L 482.0, 464.8, 5.6, 481.4, 439.7, 4.5, 0, 0, 0
L 481.4, 439.7, 4.5, 455.7, 438.3, 7.7, 0, 0, 0
L 455.7, 438.3, 7.7, 428.9, 412.7, 8.1, 0, 0, 0
L 428.9, 412.7, 8.1, 402.8, 413.9, 2.9, 0, 0, 0
L 402.8, 413.9, 2.9, 374.9, 386.5, 6.9, 0, 0, 0
L 374.9, 386.5, 6.9, 376.2, 360.3, 11.4, 0, 0, 0
L 376.2, 360.3, 11.4, 323.9, 306.5, 7.5, 0, 0, 0
L 323.9, 306.5, 7.5, 296.6, 305.6, 4.3, 0, 0, 0
L 296.6, 305.6, 4.3, 270.4, 282.2, 8.8, 0, 0, 0
L 270.4, 282.2, 8.8, 243.7, 307.0, 11.3, 0, 0, 0
L 243.7, 307.0, 11.3, 219.4, 306.3, 5.1, 0, 0, 0
L 219.4, 306.3, 5.1, 192.4, 333.2, 6.3, 0, 0, 0
L 192.4, 333.2, 6.3, 165.9, 334.0, 5.6, 0, 0, 0
L 165.9, 334.0, 5.6, 139.3, 360.4, 10.6, 0, 0, 0
L 139.3, 360.4, 10.6, 59.6, 359.9, 5.9, 0, 0, 0
L 59.6, 359.9, 5.9, 61.3, 385.6, -1.9, 0, 0, 0
L 61.3, 385.6, -1.9, 35.1, 413.8, 0.7, 0, 0, 0
L 35.1, 413.8, 0.7, -18.4, 412.8, 5.9, 0, 0, 0
L -18.4, 412.8, 5.9, -44.4, 439.0, 5.3, 0, 0, 0
L -44.4, 439.0, 5.3, -70.4, 438.6, 4.0, 0, 0, 0
L -70.4, 438.6, 4.0, -94.6, 463.5, 6.6, 0, 0, 0
L -94.6, 463.5, 6.6, -93.0, 464.9, 6.0, 0, 0, 0
L -82.4, 473.8, 2.2, -84.4, 477.1, 4.8, 0, 0, 0
L -84.4, 477.1, 4.8, -80.4, 484.8, 1.4, 0, 0, 0
L -80.4, 484.8, 1.4, -82.8, 488.2, 1.8, 0, 0, 0
L -82.8, 488.2, 1.8, -85.5, 485.4, 5.0, 0, 0, 0
L -85.5, 485.4, 5.0, -87.3, 487.5, 5.8, 0, 0, 0
