L 969.2818, 577.928, -56.3226, 967.361, 585.3549, -68.3635, 125, 50, 0
L 951.8963, 635.2573, -81.4046, 969.2818, 577.928, -56.3226, 125, 50, 0
L 927.3961, 651.8686, -87.6068, 951.8963, 635.2573, -81.4046, 125, 50, 0
L 856.1462, 665.811, -78.765, 927.3961, 651.8686, -87.6068, 125, 50, 0
L 841.1046, 669.4032, -78.8516, 856.1462, 665.811, -78.765, 125, 50, 0
L 820.135, 684.5959, -81.4643, 841.1046, 669.4032, -78.8516, 125, 50, 0
L 806.1603, 699.4977, -73.5634, 820.135, 684.5959, -81.4643, 125, 50, 0
L 761.9456, 710.8055, -79.8011, 806.1603, 699.4977, -73.5634, 125, 50, 0
L 747.504, 711.4324, -77.7437, 761.9456, 710.8055, -79.8011, 125, 50, 0
L 734.2993, 737.4729, -80.7664, 747.504, 711.4324, -77.7437, 125, 50, 0
L 730.2041, 760.3884, -79.3315, 734.2993, 737.4729, -80.7664, 125, 50, 0
L 720.3375, 774.2315, -81.5836, 730.2041, 760.3884, -79.3315, 125, 50, 0
L 700.193, 768.8768, -82.2321, 720.3375, 774.2315, -81.5836, 125, 50, 0
L 689.4332, 771.7071, -76.8956, 700.193, 768.8768, -82.2321, 125, 50, 0
L 688.9378, 780.8269, -77.1756, 689.4332, 771.7071, -76.8956, 125, 50, 0
L 677.8773, 805.77, -81.2206, 688.9378, 780.8269, -77.1756, 125, 50, 0
L 685.3427, 811.825, -85.8204, 677.8773, 805.77, -81.2206, 125, 50, 0
L 677.7338, 858.211, -81.2583, 685.3427, 811.825, -85.8204, 125, 50, 0
L 648.98, 852.1603, -81.974, 677.7338, 858.211, -81.2583, 125, 50, 0
L 632.1114, 848.9731, -79.3345, 648.98, 852.1603, -81.974, 125, 50, 0
L 638.177, 804.469, -80.4532, 632.1114, 848.9731, -79.3345, 125, 50, 0
L 655.6917, 798.1055, -86.6997, 638.177, 804.469, -80.4532, 125, 50, 0
L 664.8968, 763.268, -76.917, 655.6917, 798.1055, -86.6997, 125, 50, 0
L 662.4954, 759.9754, -81.4582, 664.8968, 763.268, -76.917, 125, 50, 0
L 627.2251, 748.8021, -80.2279, 662.4954, 759.9754, -81.4582, 125, 50, 0
L 636.3316, 712.2465, -80.5781, 627.2251, 748.8021, -80.2279, 125, 50, 0
L 658.948, 636.7563, -77.2665, 636.3316, 712.2465, -80.5781, 125, 50, 0
L 666.1988, 613.831, -79.5078, 658.948, 636.7563, -77.2665, 125, 50, 0
L 723.3926, 625.7845, -81.7391, 666.1988, 613.831, -79.5078, 125, 50, 0
L 757.383, 638.703, -82.6054, 723.3926, 625.7845, -81.7391, 125, 50, 0
L 755.3513, 650.4484, -83.8966, 757.383, 638.703, -82.6054, 125, 50, 0
L 754.7469, 680.505, -74.5759, 755.3513, 650.4484, -83.8966, 125, 50, 0
L 762.9415, 686.9003, -78.2129, 754.7469, 680.505, -74.5759, 125, 50, 0
L 778.162, 683.5344, -76.6688, 762.9415, 686.9003, -78.2129, 125, 50, 0
L 801.6359, 673.1253, -79.789, 778.162, 683.5344, -76.6688, 125, 50, 0
L 847.2472, 646.59, -79.617, 801.6359, 673.1253, -79.789, 125, 50, 0
L 896.1312, 643.598, -82.6577, 847.2472, 646.59, -79.617, 125, 50, 0
L 911.9892, 634.567, -80.4205, 896.1312, 643.598, -82.6577, 125, 50, 0
