P 740.7067, 1139.0055, -77.1112,  240, 0, 0,  3,  X
P 1528.6398, -439.9238, -63.7237,  240, 0, 0,  3,  X
P -778.2328, -589.8398, -75.2696,  240, 0, 0,  3,  X
P 1989.2437, 313.1064, -64.6442,  240, 0, 0,  3,  X
P 669.2054, -871.5182, -43.5222,  240, 0, 0,  3,  X
P -180.4233, 844.1132, -12.0795,  240, 0, 0,  3,  X
P -601.2975, -46.5602, -38.2005,  240, 0, 0,  3,  X
P -791.6382, 2.2185, -38.7138,  240, 0, 0,  3,  X
P 1512.0530, 992.1095, -92.7957,  240, 0, 0,  3,  X
P 1672.4722, -625.2230, -65.0812,  240, 0, 0,  3,  X
P -927.3749, -334.7372, -72.8455,  240, 0, 0,  3,  X
P -782.7972, -125.5732, -34.9377,  240, 0, 0,  3,  X
P -604.6548, -73.9972, -38.3276,  240, 0, 0,  3,  X
P 205.6957, -11.9198, -19.8425,  240, 0, 0,  3,  X
P -854.0986, -201.5750, -38.1694,  240, 0, 0,  3,  X
P 1785.6293, 563.3481, -72.7011,  240, 0, 0,  3,  X
P -923.8325, 304.9843, -76.7216,  240, 0, 0,  3,  X
P 1038.9452, 1196.3583, -44.9515,  240, 0, 0,  3,  X
P -349.4638, -669.3005, -53.2983,  240, 0, 0,  3,  X
P -309.3211, 671.0770, -18.2910,  240, 0, 0,  3,  X
P -208.7051, -577.8285, -52.5553,  240, 0, 0,  3,  X
P 1882.8588, -408.0103, -44.1402,  240, 0, 0,  3,  X
P 1953.6570, 99.2587, -47.6027,  240, 0, 0,  3,  X
P 2085.6404, -606.3433, -95.8045,  240, 0, 0,  3,  X
P 1032.1614, 858.2891, -24.3634,  240, 0, 0,  3,  X
P 1358.5436, 1023.6335, -37.4799,  240, 0, 0,  3,  X
P 1459.5536, -375.6475, -78.9207,  240, 0, 0,  3,  X
P 1661.5298, 4.5755, -64.6708,  240, 0, 0,  3,  X
P 1549.5270, 193.8658, -86.6516,  240, 0, 0,  3,  X
P 978.6262, 307.8860, -75.3100,  240, 0, 0,  3,  X
P 1128.8738, 828.4745, -24.2432,  240, 0, 0,  3,  X
P 1116.0674, -470.6486, -45.8971,  240, 0, 0,  3,  X
P 1492.8743, -65.3581, -64.9525,  240, 0, 0,  3,  X
P 1029.5916, -170.3531, -43.5246,  240, 0, 0,  3,  X
P 1247.5453, 208.1323, -63.0492,  240, 0, 0,  3,  X
P 805.8870, -462.4755, -41.1467,  240, 0, 0,  3,  X
P -302.4407, 900.9759, -11.8712,  240, 0, 0,  3,  X
P 243.3053, -505.7976, -70.5363,  240, 0, 0,  3,  X
P -244.7259, -143.5520, -65.0340,  240, 0, 0,  3,  X
P -487.3848, -220.7081, -35.9645,  240, 0, 0,  3,  X
P -600.3335, -334.8245, -34.7002,  240, 0, 0,  3,  X
P 292.5480, -843.1851, -43.2750,  240, 0, 0,  3,  X
P 292.4718, -98.8327, -44.5933,  240, 0, 0,  3,  X
P 466.8544, -319.4277, -69.9733,  240, 0, 0,  3,  X
P 624.4362, -355.1456, -37.9364,  240, 0, 0,  3,  X
P 1844.8809, -744.1299, -83.1879,  240, 0, 0,  3,  X
P 1999.5088, -134.9408, 16.5023,  240, 0, 0,  3,  X
P -647.4452, -214.0068, -38.3276,  240, 0, 0,  3,  X
P -574.2576, -550.4517, -51.1425,  240, 0, 0,  3,  X
P -226.3324, 684.1789, -6.7217,  240, 0, 0,  3,  X
P -190.8798, 835.1694, -6.7229,  240, 0, 0,  3,  X
P -12.3388, 1038.1825, -42.5472,  240, 0, 0,  3,  X
P 904.1996, -107.4683, -42.6335,  240, 0, 0,  3,  X
P 938.7891, 906.7073, -24.3226,  240, 0, 0,  3,  X
P 1120.5503, 958.6766, -24.3473,  240, 0, 0,  3,  X
P 1833.0518, -276.8394, -57.1407,  240, 0, 0,  3,  X
P 790.8835, -38.4457, -70.5198,  240, 0, 0,  3,  X
P -354.9182, 870.2687, -11.7670,  240, 0, 0,  3,  X
P -1019.8909, 5.2564, -74.1924,  240, 0, 0,  3,  X
P 2021.1084, -347.0891, -57.2836,  240, 0, 0,  3,  X
P 1161.3251, 1051.4092, -24.5317,  240, 0, 0,  3,  X
P -273.2412, 1075.1830, -30.9548,  240, 0, 0,  3,  X
P -530.7345, -367.7918, -38.6401,  240, 0, 0,  3,  X
P 694.9365, 950.7242, -53.2122,  240, 0, 0,  3,  X
P 494.6814, -328.4937, -43.4711,  240, 0, 0,  3,  X
P 125.7195, -64.9116, -12.1470,  240, 0, 0,  3,  X
P -910.1255, 157.0160, -54.7161,  240, 0, 0,  3,  X
P 951.3745, 913.0247, -22.0700,  240, 0, 0,  3,  X
P -578.7345, -82.0510, -38.6401,  240, 0, 0,  3,  X
P -761.6523, 75.8370, -38.5201,  240, 0, 0,  3,  X
P 81.6003, -552.0137, -71.9458,  240, 0, 0,  3,  X
P -117.3899, -840.5727, -64.8593,  240, 0, 0,  3,  X
P 446.1105, 1064.4645, -44.9996,  240, 0, 0,  3,  X
P 72.0734, -931.3409, -52.4965,  240, 0, 0,  3,  X
