P 747.9758, 1600.0000, -93.9539,  240, 0, 0,  2,  Breaker_of_Chains
P 0.0000, -1500.0000, -83.0746,  0, 127, 0,  2,  Found_Paper
P 0.0000, -1600.0000, 0.0000,  0, 0, 0,  2,  Vampyre_Diaryes:_Drops_from_Vampires
P 0.0000, -1700.0000, 0.0000,  0, 0, 0,  2,  Outpost_Reclamation_Order:_Drops_from_Akhevas
P 24.1733, 1257.5341, -115.1501,  240, 0, 0,  3,  X
P -133.6344, 977.1095, -126.9602,  240, 0, 0,  3,  X
P -1302.5298, 1176.6824, -94.5603,  240, 0, 0,  3,  X
P -535.7629, -789.6993, -148.3982,  0, 127, 0,  3,  X
P 505.4344, 1297.1233, -95.0819,  240, 0, 0,  3,  X
P -667.2595, -1048.7107, -80.3128,  0, 127, 0,  3,  X
P -57.8297, -858.8829, -119.3006,  0, 127, 0,  3,  X
P 114.5736, -842.7563, -121.2141,  0, 127, 0,  3,  X
P 833.8053, -1019.8868, -146.3837,  0, 127, 0,  3,  X
P 786.9578, -982.7189, -235.0519,  0, 127, 0,  3,  X
P 587.2026, 1178.6559, -87.3028,  240, 0, 0,  3,  X
P 169.8118, 840.5165, -121.3915,  240, 0, 0,  3,  X
P 1029.7040, -498.9662, -125.9906,  0, 127, 0,  3,  X
P -1235.1980, 28.4163, -114.7610,  0, 127, 0,  3,  X
P -1138.6060, -29.3902, -125.4029,  0, 127, 0,  3,  X
P -487.2296, -794.2911, -117.7850,  0, 127, 0,  3,  X
P -1062.9861, -532.6722, -133.1146,  0, 127, 0,  3,  X
P 961.8138, 130.3970, -114.8488,  240, 0, 0,  3,  X
P 661.5594, 888.6558, -120.1701,  240, 0, 0,  3,  X
P -63.1869, 662.3990, -120.8682,  240, 0, 0,  3,  X
P -189.1909, 570.0291, -113.2937,  240, 0, 0,  3,  X
P -618.4216, 490.0474, 2.4761,  240, 0, 0,  3,  X
P -914.7034, 591.1367, -135.8402,  240, 0, 0,  3,  X
P -1206.3252, 204.4124, -69.3450,  0, 127, 0,  3,  X
P -325.2384, -1212.7809, -118.0363,  0, 127, 0,  3,  X
P 1262.8290, 898.1575, -109.0499,  240, 0, 0,  3,  X
P -1116.0508, 699.3487, -129.5595,  240, 0, 0,  3,  X
P -1257.4186, 540.7344, -106.6296,  240, 0, 0,  3,  X
P -1312.5995, -770.1617, -117.0696,  0, 127, 0,  3,  X
P -740.7905, -857.4921, -103.0529,  0, 127, 0,  3,  X
P -561.1066, -775.9600, -123.7189,  0, 127, 0,  3,  X
P 1163.3965, 1193.9529, -109.6921,  240, 0, 0,  3,  X
P 459.0752, 590.6564, -115.4824,  240, 0, 0,  3,  X
P 1067.2820, -1320.4325, -115.1050,  0, 127, 0,  3,  X
P 1161.3672, -197.8408, -115.4746,  0, 127, 0,  3,  X
P 714.9101, 825.5209, -110.9628,  240, 0, 0,  3,  X
P 456.2737, 981.2122, -123.5579,  240, 0, 0,  3,  X
P -105.8011, -195.0157, -83.9151,  0, 127, 0,  3,  X
P -613.8638, -614.0912, -117.1168,  0, 127, 0,  3,  X
P 160.4227, -985.1288, -102.3727,  0, 127, 0,  3,  X
P -148.3048, -1174.9319, -125.7077,  0, 127, 0,  3,  X
P -560.1924, 143.6439, -125.0097,  240, 0, 0,  3,  X
P 1205.5983, 1000.5471, -78.9613,  240, 0, 0,  3,  X
P 8.7300, 1300.4336, -82.8239,  240, 0, 0,  3,  X
P -231.0589, 1456.7814, -97.7997,  240, 0, 0,  3,  X
P -1059.7151, 1355.9882, -64.9494,  240, 0, 0,  3,  X
P -794.7736, 981.2771, -134.0566,  240, 0, 0,  3,  X
P 384.0681, 485.2736, -122.8233,  240, 0, 0,  3,  X
P -854.5195, -506.5633, -135.8260,  0, 127, 0,  3,  X
P 354.2339, 1161.2361, -98.5642,  240, 0, 0,  3,  X
P -961.7439, 1175.6382, -100.6586,  240, 0, 0,  3,  X
P 1066.7184, 88.9938, -27.0489,  0, 127, 0,  3,  X
P -420.3875, 300.1848, -125.9239,  240, 0, 0,  3,  X
P -809.2639, 1107.2169, -113.3515,  240, 0, 0,  3,  X
P 1513.6569, 1443.9977, -113.3696,  240, 0, 0,  3,  X
P 874.9277, 626.3931, -125.5445,  240, 0, 0,  3,  X
P -75.1721, 1443.3752, -99.6324,  240, 0, 0,  3,  X
P 1501.6033, 1302.0454, -113.3615,  240, 0, 0,  3,  X
P -333.0703, 1305.1742, -100.0008,  240, 0, 0,  3,  X
