P 1184.9130, -151.3693, -34.3508,  100, 0, 100,  2,  SSC
P 599.4087, 1162.1675, -22.0583,  100, 0, 100,  2,  SSC
P -977.0317, 1734.2522, -23.9422,  100, 0, 100,  2,  SSC
P 768.9697, 1781.3938, -15.5101,  100, 0, 100,  2,  SSC
P 1304.1060, 1750.3687, -30.5540,  100, 0, 100,  2,  SSC
P -51.0879, 1722.1377, -27.1781,  100, 0, 100,  2,  SSC
P 1819.1110, 1336.4478, -25.0885,  100, 0, 100,  2,  SSC
P -1739.0873, -1473.1034, -21.7324,  100, 0, 100,  2,  SSC
P 851.3672, -1440.1515, -16.2971,  100, 0, 100,  2,  SSC
P 837.1106, 1313.8086, 29.4808,  100, 0, 100,  2,  SSC
P 339.6259, 1745.5608, -30.6284,  100, 0, 100,  2,  SSC
P -344.8236, -1568.5492, -20.9023,  100, 0, 100,  2,  SSC
P 168.0777, -1471.1780, -24.7200,  100, 0, 100,  2,  SSC
P 1815.6261, -610.8273, -4.1971,  100, 0, 100,  2,  SSC
P -1849.8899, 1685.0597, -21.4600,  100, 0, 100,  2,  SSC
P -852.6200, -869.8400, -1.8900,  100, 0, 100,  2,  SSC
P 500.0000, 1441.7699, -30.2500,  100, 0, 100,  2,  SSC
P -1123.0000, -1267.0000, -26.0000,  100, 0, 100,  2,  SSC
P -1219.0000, -804.0000, -30.0000,  100, 0, 100,  2,  SSC
P 294.3503, -64.6256, -36.2956,  100, 0, 100,  2,  SSC
P 626.6324, 1284.4938, -57.0141,  100, 0, 100,  2,  SSC
P 494.1019, 1328.2836, -57.2011,  100, 0, 100,  2,  SSC
P 850.6960, 582.7698, -40.6876,  100, 0, 100,  2,  SSC
P 777.1697, 1314.0530, -56.4421,  100, 0, 100,  2,  SSC
P -339.3961, 1393.6863, -42.0871,  100, 0, 100,  2,  SSC
P 1184.9130, -151.3693, -34.3508,  240, 240, 0,  2,  SP
P 599.4087, 1162.1675, -22.0583,  240, 240, 0,  2,  SP
P -977.0317, 1734.2522, -23.9422,  240, 240, 0,  2,  SP
P 768.9697, 1781.3938, -15.5101,  240, 240, 0,  2,  SP
P 1304.1060, 1750.3687, -30.5540,  240, 240, 0,  2,  SP
P -51.0879, 1722.1377, -27.1781,  240, 240, 0,  2,  SP
P 1819.1110, 1336.4478, -25.0885,  240, 240, 0,  2,  SP
P -1739.0873, -1473.1034, -21.7324,  240, 240, 0,  2,  SP
P 851.3672, -1440.1515, -16.2971,  240, 240, 0,  2,  SP
P 837.1106, 1313.8086, 29.4808,  240, 240, 0,  2,  SP
P 339.6259, 1745.5608, -30.6284,  240, 240, 0,  2,  SP
P -344.8236, -1568.5492, -20.9023,  240, 240, 0,  2,  SP
P 168.0777, -1471.1780, -24.7200,  240, 240, 0,  2,  SP
P 1815.6261, -610.8273, -4.1971,  240, 240, 0,  2,  SP
P -1812.3639, 623.9464, -6.8956,  100, 0, 100,  2,  SSC
P 1229.8684, 512.6252, -31.5195,  240, 240, 0,  2,  SP
P -1130.6924, -1273.1753, -31.3973,  240, 240, 0,  2,  SP
P -1806.4595, 633.7172, -10.3937,  240, 240, 0,  2,  SP
P 495.5833, 1434.5383, -29.7229,  240, 240, 0,  2,  SP
P 719.7254, 60.8136, -36.3268,  240, 240, 0,  2,  SP
P -1851.3477, 1677.0026, 38.7926,  240, 240, 0,  2,  SP
P -1224.1992, -807.2148, -33.6496,  240, 240, 0,  2,  SP
P 1796.6338, 59.8167, -31.3174,  240, 240, 0,  2,  SP
