L 1610.7848, 4196.8975, -380.1029,  1539.9065, 4196.7100, -380.1224,  100, 50, 0
L 1633.2383, 4205.2754, -380.0659,  1610.7848, 4196.8975, -380.1029,  100, 50, 0
L 1651.5779, 4220.8760, -380.1001,  1633.2383, 4205.2754, -380.0659,  100, 50, 0
L 1663.4639, 4241.5728, -380.2970,  1651.5779, 4220.8760, -380.1001,  100, 50, 0
L 1667.5801, 4264.8008, -380.2370,  1663.4639, 4241.5728, -380.2970,  100, 50, 0
L 1663.5619, 4288.2715, -380.3109,  1667.5801, 4264.8008, -380.2370,  100, 50, 0
L 1650.8184, 4310.1479, -380.0976,  1663.5619, 4288.2715, -380.3109,  100, 50, 0
L 1632.7500, 4325.6064, -379.8324,  1650.8184, 4310.1479, -380.0976,  100, 50, 0
L 1610.0591, 4333.4531, -380.1534,  1632.7500, 4325.6064, -379.8324,  100, 50, 0
L 1502.4224, 4333.4531, -380.1534,  1610.0591, 4333.4531, -380.1534,  100, 50, 0
L 1481.8617, 4332.4355, -379.1286,  1502.4224, 4333.4531, -380.1534,  100, 50, 0
L 1410.0138, 4328.4438, -376.9869,  1481.8617, 4332.4355, -379.1286,  100, 50, 0
L 1410.2238, 4286.0518, -375.0880,  1410.0138, 4328.4438, -375.1024,  100, 50, 0
L 1497.8135, 4285.5474, -380.1319,  1410.2238, 4286.0518, -375.0880,  100, 50, 0
L 1497.3451, 4244.6406, -380.0894,  1497.8135, 4285.5474, -380.1319,  100, 50, 0
L 1410.1392, 4244.3521, -375.1159,  1497.3451, 4244.6406, -380.0894,  100, 50, 0
L 1410.5995, 4202.1152, -375.0026,  1410.1392, 4244.3521, -375.1159,  100, 50, 0
L 1500.4983, 4196.7026, -380.1523,  1410.5995, 4202.1152, -375.0026,  100, 50, 0
L 1510.9043, 4196.7100, -380.1224,  1500.4983, 4196.7026, -380.1523,  100, 50, 0
L 1510.2592, 4196.7100, -380.1224,  1540.1438, 4196.7061, -380.1225,  150, 0, 200
L 1565.9568, 3954.9075, -379.5215,  1590.2809, 3959.8274, -379.5126,  64, 64, 64
L 1509.5309, 3956.2898, -379.4389,  1565.9568, 3954.9075, -379.5215,  64, 64, 64
L 1509.5309, 3956.2898, -379.7563,  1509.5309, 4146.9351, -379.8458,  64, 64, 64
L 1590.2809, 4144.1431, -379.9381,  1590.2809, 3959.8274, -379.9675,  64, 64, 64
L 1667.3152, 4156.9805, -375.3389,  1590.2809, 4144.1431, -380.1039,  100, 50, 0
L 1729.9169, 4167.4141, -365.1396,  1667.3152, 4156.9805, -375.3389,  100, 50, 0
L 1790.0000, 4197.4043, -350.1083,  1729.9169, 4167.4141, -365.1396,  100, 50, 0
L 1804.2526, 4206.9058, -345.4034,  1790.0000, 4197.4043, -350.1083,  100, 50, 0
L 1860.6675, 4265.0781, -331.2478,  1804.2526, 4206.9058, -345.4034,  100, 50, 0
L 1805.2820, 4322.4424, -345.0942,  1860.6675, 4265.0781, -331.2478,  100, 50, 0
L 1790.1901, 4332.6270, -350.1134,  1805.2820, 4322.4424, -345.0942,  100, 50, 0
L 1730.0717, 4362.7183, -365.1397,  1790.1901, 4332.6270, -350.1134,  100, 50, 0
L 1673.0868, 4372.2144, -374.6372,  1730.0717, 4362.7183, -365.1397,  100, 50, 0
L 1610.7472, 4382.6055, -380.0755,  1673.0868, 4372.2144, -374.6372,  100, 50, 0
L 1535.6293, 4382.7026, -380.1226,  1610.7472, 4382.6055, -380.0755,  100, 50, 0
L 1502.1189, 4382.7026, -380.1226,  1535.6293, 4382.7026, -380.1226,  100, 50, 0
L 1414.0780, 4377.9185, -375.3239,  1502.1189, 4382.7026, -380.1226,  100, 50, 0
L 1322.3726, 4367.9434, -365.3641,  1414.0780, 4377.9185, -375.3239,  100, 50, 0
L 1230.6526, 4367.7026, -350.1949,  1322.3726, 4367.9434, -365.3641,  100, 50, 0
