P 1099.9309, -2917.6609, 2.3728,  240, 0, 0,  3,  Dwarven_Pottery_Rubbish
P 2702.4871, -1376.9181, 170.8922,  0, 0, 0,  3,  Chess_or_Treat
P 2062.1924, 270.8904, -1.8226,  0, 127, 127,  3,  Goblins_(4)
P 1465.7323, -1289.4772, -0.6515,  0, 127, 127,  3,  Goblins_(2)
P 1892.1768, -2093.6409, -1.5463,  0, 127, 127,  3,  Goblins_(5)
P -1107.1703, 304.6841, 50.0606,  0, 127, 127,  3,  Goblins_(3)
P -686.5754, -254.0385, -1.5482,  0, 127, 127,  3,  Goblins_(3)
P 205.9195, 2052.5569, -0.4900,  0, 127, 127,  3,  Goblins_(4)
P -2916.4661, 199.7284, 5.1224,  0, 127, 127,  3,  Goblins_(5)
P -2923.0552, 718.0057, 5.6254,  0, 127, 127,  3,  Goblins_(3)
P -1984.4069, 2064.5369, -2.9506,  0, 127, 127,  3,  Undead_(4)
P 2405.9092, -870.1295, -1.6444,  0, 127, 127,  3,  Undead_(5)
P -879.8035, 1594.2427, 5.2901,  0, 127, 127,  3,  Undead_(6)
P 470.8373, -2368.5381, -0.8538,  0, 127, 127,  3,  Undead/Gobs/Aviaks
P 2228.7676, -308.8647, -0.5968,  0, 0, 0,  3,  X
P 2343.2356, -801.4370, -3.3422,  0, 0, 0,  3,  X
P 2428.7671, -969.9758, -1.2799,  0, 0, 0,  3,  X
P 2305.5552, -18.2122, -54.0268,  0, 0, 0,  3,  X
P 2558.8350, 938.1869, -1.7825,  0, 0, 0,  3,  X
P 1933.9054, 1191.9092, -1.7636,  0, 0, 0,  3,  X
P 2222.7266, 1164.1183, -2.6249,  0, 0, 0,  3,  X
P 2298.7913, -935.0244, -1.0759,  0, 0, 0,  3,  X
P 2767.0718, 1013.3965, -1.8903,  0, 0, 0,  3,  X
P 656.4243, 1601.0164, 13.5304,  0, 0, 0,  3,  X
P -208.8286, 1670.7571, 24.7060,  240, 0, 0,  3,  X
P 52.0366, -244.9670, 1.6621,  240, 0, 0,  3,  X
P 1514.4303, 1656.8745, -1.1076,  240, 0, 0,  3,  X
P -1912.4961, -1094.3175, 3.4120,  240, 0, 0,  3,  X
P -1327.0673, -2455.8123, 0.3256,  240, 0, 0,  3,  X
P -968.3511, -2360.9424, 14.4009,  240, 0, 0,  3,  X
P -1231.7660, -1961.0673, -2.7813,  240, 0, 0,  3,  X
P -371.4565, -1661.3589, -36.0815,  240, 0, 0,  3,  X
P 2264.4336, -1877.7482, 0.5471,  240, 0, 0,  3,  X
P -54.2222, 2124.3174, 3.7379,  0, 0, 0,  3,  X
P -175.2853, 2583.5579, 1.9133,  0, 0, 0,  3,  X
P 621.2883, 2579.2649, -1.6741,  0, 0, 0,  3,  X
P -140.7118, 940.7861, 5.6315,  0, 0, 0,  3,  X
P 2211.7227, -866.5470, 10.3525,  0, 0, 0,  3,  X
P 2437.8660, 1395.8275, 2.0715,  0, 0, 0,  3,  X
P 1364.1675, -2322.6807, -1.0960,  240, 0, 0,  3,  X
P 1403.5624, -2202.4800, -0.6776,  240, 0, 0,  3,  X
P 948.3372, -2846.3977, -1.5423,  240, 0, 0,  3,  X
P -600.7672, -1723.6764, -2.4181,  240, 0, 0,  3,  X
P -256.6250, 446.7385, -26.5508,  240, 0, 0,  3,  X
P -170.0857, 566.3195, -1.6697,  0, 0, 0,  3,  X
P 182.0141, -1985.7511, -1.8576,  240, 0, 0,  3,  X
P 34.9364, 1881.1785, -3.0410,  0, 0, 0,  3,  X
P 1921.0988, -1786.8380, -0.9617,  240, 0, 0,  3,  X
P 30.5047, -2127.6121, -3.7022,  240, 0, 0,  3,  X
P 613.2808, -2357.9927, -1.4574,  240, 0, 0,  3,  X
P 696.9905, -2779.2803, -1.2203,  240, 0, 0,  3,  X
P -1972.8860, -2585.1238, 12.2402,  240, 0, 0,  3,  X
P -841.0035, 1492.5181, 0.8185,  0, 0, 0,  3,  X
P -533.0724, 1182.9872, 11.8900,  0, 0, 0,  3,  X
P -521.7455, 361.7226, -1.6240,  240, 0, 0,  3,  X
P -17.6017, 967.2634, -1.6145,  0, 0, 0,  3,  X
P 2677.0076, 439.3730, 24.8289,  0, 0, 0,  3,  X
P 2380.2920, -698.0212, -1.6383,  0, 0, 0,  3,  X
P 2034.1587, 1080.1504, -0.2022,  0, 0, 0,  3,  X
P 788.9513, 1216.4014, 6.5840,  0, 0, 0,  3,  X
P 303.0230, 1744.0359, 11.9068,  240, 0, 0,  3,  X
P 2153.7378, 1438.9877, -1.6465,  0, 0, 0,  3,  X
P 1101.7499, 1585.3929, -1.6295,  0, 0, 0,  3,  X
P -560.9650, 743.1866, 4.7152,  0, 0, 0,  3,  X
P -2078.8655, -2548.6206, 16.3912,  240, 0, 0,  3,  X
P -2062.8721, -2242.7390, 0.3596,  240, 0, 0,  3,  X
P -2717.8140, -2734.8940, -0.2116,  240, 0, 0,  3,  X
P -3036.7114, -2312.9060, 26.8717,  240, 0, 0,  3,  X
P -1437.1245, -1353.2992, -2.8139,  240, 0, 0,  3,  X
P 2021.8368, -2654.4526, 6.1518,  240, 0, 0,  3,  X
P 1074.8661, -1528.4728, 3.7199,  240, 0, 0,  3,  X
P 1521.7352, -1316.3750, 2.5020,  240, 0, 0,  3,  X
