P -845.9763, -526.3356, 54.2024,  240, 0, 0,  3,  X
P -788.8481, -731.7411, 73.8557,  240, 0, 0,  3,  X
P -817.1115, -802.1945, 71.9039,  240, 0, 0,  3,  X
P -626.9717, -1073.8772, 71.8121,  240, 0, 0,  3,  X
P -123.8841, -987.3418, 186.9948,  240, 0, 0,  3,  X
P 301.3952, -1195.5702, -6.5043,  100, 0, 240,  3,  X
P 402.7664, -1299.0779, 44.9181,  100, 0, 240,  3,  X
P 261.2992, -867.8831, -0.3983,  100, 0, 240,  3,  X
P 394.5688, -516.5719, 20.8201,  49, 0, 240,  3,  X
P -367.6552, -228.7289, -4.6926,  240, 0, 0,  3,  X
P -339.1704, -403.9356, -5.1551,  240, 0, 0,  3,  X
P -89.8533, -469.2668, -6.5625,  240, 0, 0,  3,  X
P -681.6125, -662.1705, 54.9907,  240, 0, 0,  3,  X
P -733.4006, -874.1923, 71.8274,  240, 0, 0,  3,  X
P -839.6885, -868.6918, 71.8230,  240, 0, 0,  3,  X
P 190.7422, -840.7170, -0.3981,  100, 0, 240,  3,  X
P 373.6046, -541.8502, 20.8257,  100, 0, 240,  3,  X
P -606.6631, -437.9121, 50.4157,  240, 0, 0,  3,  X
P -479.1964, -356.2135, 50.4157,  240, 0, 0,  3,  X
P -486.5168, -243.8919, 52.7610,  240, 0, 0,  3,  X
P -725.0823, -851.2732, 71.8323,  240, 0, 0,  3,  X
P -580.7490, -1121.3877, 72.2886,  240, 0, 0,  3,  X
P 164.1314, -493.5052, 214.0993,  100, 0, 240,  3,  X
P 443.8800, -1022.6234, -0.3979,  100, 0, 240,  3,  X
P 345.8697, -1147.5586, 38.4755,  100, 0, 240,  3,  X
P 2.8154, -404.2190, 351.2252,  0, 0, 0,  3,  X
P -19.3256, -662.3642, 302.2913,  100, 0, 240,  3,  X
P -845.6671, -224.7182, 53.0865,  240, 0, 0,  3,  X
P -552.6197, -413.7522, 50.4157,  240, 0, 0,  3,  X
P -469.2978, -528.8287, 54.2409,  240, 0, 0,  3,  X
P -602.1393, -721.1729, 76.6967,  240, 0, 0,  3,  X
P -232.6908, -881.3972, 175.0724,  100, 0, 240,  3,  X
P -87.1677, -1132.8284, 189.3036,  240, 0, 0,  3,  X
P 34.5571, -348.4294, 214.0993,  100, 0, 240,  3,  X
P 165.0397, -1082.2262, -6.4784,  100, 0, 240,  3,  X
P 469.7147, -1224.7837, 38.4752,  100, 0, 240,  3,  X
P -609.0836, -221.1728, 50.4157,  240, 0, 0,  3,  X
P -575.2629, -787.4979, 71.8332,  240, 0, 0,  3,  X
P -872.5280, -882.9643, 73.6509,  240, 0, 0,  3,  X
P 89.0854, -922.4282, 175.0724,  100, 0, 240,  3,  X
P -233.0984, -1020.4465, 175.0724,  100, 0, 240,  3,  X
P -169.7445, -890.0464, 175.0725,  100, 0, 240,  3,  X
P -106.7876, -878.8655, 177.0109,  100, 0, 240,  3,  X
P 49.4448, -903.8810, 175.0724,  100, 0, 240,  3,  X
P 267.6556, -553.6357, 214.0993,  100, 0, 240,  3,  X
P 197.3471, -907.9491, -0.3983,  100, 0, 240,  3,  X
P 564.9940, -245.2434, 1.5145,  100, 0, 240,  3,  X
P 329.5374, -952.0707, -0.3981,  100, 0, 240,  3,  X
P 508.4137, -839.2961, -0.3979,  100, 0, 240,  3,  X
P 27.6528, -775.2275, 302.2912,  100, 0, 240,  3,  X
P -685.0450, -366.9564, 54.6817,  240, 0, 0,  3,  X
P -828.0782, -412.5829, 50.4719,  240, 0, 0,  3,  X
P -458.7751, -752.6417, 71.8741,  240, 0, 0,  3,  X
P 80.9556, -776.5721, 175.0724,  100, 0, 240,  3,  X
P 17.9006, -1017.4650, 175.0725,  100, 0, 240,  3,  X
P 22.5901, -957.7990, 175.0724,  100, 0, 240,  3,  X
P -247.1184, -197.6378, -4.6926,  240, 0, 0,  3,  X
P -737.8588, -115.8159, 19.8549,  240, 0, 0,  3,  X
P 497.6066, -973.9379, -0.3983,  100, 0, 240,  3,  X
P 84.9107, -1026.6897, 177.6712,  100, 0, 240,  3,  X
P -16.4418, -744.0284, 175.0724,  100, 0, 240,  3,  X
P -161.2153, -749.7599, 175.0724,  100, 0, 240,  3,  X
P -503.4907, -1176.0453, 76.2135,  240, 0, 0,  3,  X
P -444.0807, -891.9020, 75.9821,  240, 0, 0,  3,  X
P -378.1225, -733.7798, 74.4273,  240, 0, 0,  3,  X
P -761.2590, -745.1760, 71.5419,  240, 0, 0,  3,  X
P -198.8070, -982.1104, 174.8080,  100, 0, 240,  3,  X
P -692.4327, -1002.5448, 74.6787,  240, 0, 0,  3,  X
P -8.5454, -338.2322, 302.0267,  100, 0, 240,  3,  X
P -105.4728, -392.6323, -6.8270,  240, 0, 0,  3,  X
P 186.7861, -924.9224, -0.5189,  100, 0, 240,  3,  X
P 420.7969, -294.4356, 1.7071,  100, 0, 240,  3,  X
P -84.6035, -745.3669, 174.8079,  100, 0, 240,  3,  X
P -182.0276, -978.4830, 114.6429,  100, 0, 240,  3,  X
P 134.6296, -360.3526, 215.7949,  100, 0, 240,  3,  X
P 529.6097, -1018.6364, 38.2108,  100, 0, 240,  3,  X
P 503.5963, -970.1107, -0.6627,  100, 0, 240,  3,  X
P -710.7849, -553.9383, 60.5070,  240, 0, 0,  3,  X
P -125.1315, -207.4739, -6.7955,  240, 0, 0,  3,  X
P -653.3884, -876.0894, 72.0243,  240, 0, 0,  3,  X
P -172.8261, -512.8351, 4.4448,  240, 0, 0,  3,  X
P -651.6016, -1172.6626, 77.1049,  240, 0, 0,  3,  X
P -38.6829, -927.3124, 174.8083,  100, 0, 240,  3,  X
P 433.6763, -834.1688, -0.6627,  100, 0, 240,  3,  X
P -870.5330, -572.4252, 51.9966,  240, 0, 0,  3,  X
P 27.1499, -776.5439, 302.0267,  100, 0, 240,  3,  X
P 398.6710, -915.3456, -0.6626,  100, 0, 240,  3,  X
P -197.6816, -199.5504, -7.7365,  240, 0, 0,  3,  Left_in_the_Tower
P -574.8215, -815.2656, 71.9268,  240, 0, 0,  3,  X
P -193.5520, -289.0425, -27.0725,  240, 0, 0,  3,  X
P -138.4169, -217.2190, -6.6513,  240, 0, 0,  3,  X
P -21.9109, -855.9730, 174.9522,  103, 0, 240,  3,  X
